,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18
50,27.4298928538269,-86.40739149748798,41.82532447913341,16.325076849199284,-11.926512498382861,76.65491081137411,133.68526829748183,144.7559803772645,143.02653165700818,-96.74382883056415,111.80244381418977,-43.062775789631154,99.10501473553768,175.354214362621,-98.57243589579984,0.43750490586362506,123.94128571598412,-81.34726717808245
52,-6.421131928160338,-206.92481823395389,128.99787545052234,14.377284552264596,-2.4523352295138015,159.42592594324117,339.7837095025749,361.08001805314916,406.4904912201696,-314.41919831788545,385.76736990864055,-98.87173652114153,-170.5036525138729,392.648538145826,-222.17682465703848,45.35733000070597,265.2561313190604,-181.4418352097197
53,-37.66750908575345,-208.08878089692797,136.48727479643142,17.08068929088906,0.17564383556062932,165.1453455115142,349.45890944747754,371.5304419454391,410.27466836162466,-286.16421058524037,385.8317474470538,-97.89645422352464,-167.54289404444316,400.9692186174981,-226.88127640325638,49.06293738847306,269.9672876673991,-181.78836271425536
54,-21.518957972839686,-131.53484152550507,72.96700110208015,25.999717120009592,3.657736412949982,265.39272214246694,195.16381995440844,226.70439387607746,234.50838140853497,-96.9495888780989,186.64014167723258,33.454854638682285,-100.79521442826986,188.33980724697244,-73.59335821388716,17.17761966041805,198.1544169715853,-61.11431564586701
55,-29.35169286190464,-151.9163227394531,114.30602993134512,61.6270965634658,15.84022240751302,165.87221579199723,294.9837790845635,302.82134158790757,287.3968866152656,-243.1632312049857,296.90745159011516,156.31214752266135,-121.1955032783254,286.4203308205561,-167.31471786611596,85.24896899492634,198.0124067233666,-132.81656891625605
56,-4.037847866225863,-81.11227548727997,37.5836820535895,14.933419057874067,163.77408329485948,51.79214619019179,108.9942357992473,111.45109508996318,125.60821140301171,-78.00957057827314,114.90820176013536,-23.892006295295,-55.11621146904833,120.21681242367984,-73.86362711588913,16.79449605945026,93.5138134723197,-41.23871449800149
58,-166.07841347722157,-162.03047130139367,126.6002025873014,62.799118362227645,13.685499773068122,191.0116564746295,327.9126876248785,340.3139806525734,254.8568733349101,-222.16263280214145,298.6885250214575,-8.933688008253231,-94.13568841023485,309.9524944309623,-207.07998817069608,85.80610437007834,235.31797576742082,-152.8495946758155
59,-63.749167328050895,-141.37374737721365,104.59365699280367,54.29160593195699,9.371495515873422,165.2845362708318,280.63322362473843,291.6247270086657,105.22122028692652,-195.18634010577952,226.53018470859078,-21.41757022477674,-102.34152585231665,249.87805116495528,-144.7884719763026,60.10047986817712,202.88323798894388,-127.97655462598351
60,-29.35169286190464,-151.9163227394531,114.30602993134512,61.6270965634658,15.84022240751302,165.87221579199723,294.9837790845635,302.82134158790757,287.3968866152656,-243.1632312049857,296.90745159011516,156.31214752266135,-121.1955032783254,286.4203308205561,-167.31471786611596,85.24896899492634,198.0124067233666,-132.81656891625605
61,-159.35907417302505,-167.13428239266386,126.60147145859955,59.754831297043275,10.556779951622916,191.2499363292243,336.2797797655286,346.6129082932201,293.4513698724358,-223.66816969856322,271.7067184251157,-14.809238169460919,-101.78646971523186,328.43554033984407,-225.60775083426975,86.03406658199341,245.19380919777717,-161.09842845161043
62,-30.157801421620167,-167.48495707127316,106.19305385308765,40.3078235248744,-5.092848715822408,166.98032137297008,323.8535391744613,324.4515745861228,312.50322347007295,-204.19003907046013,101.24964862219404,-32.77830462783192,-141.42603830899685,344.7381600453171,-238.22555452434463,64.00469908789191,251.13120246713277,-168.8774978249478
63,-29.61975199736044,-167.93917018951996,106.03042803927259,40.24127734405984,-5.273114257171132,167.08076983243805,324.18333028727,324.73765667823267,315.98260290144265,-207.9499716369413,102.49416248559935,-32.61804526075802,-141.58893982654277,345.5806997315509,-239.39600930012557,64.25080060904465,251.64173066560724,-169.52969587308513
64,-166.43461885008355,-163.11715672180262,121.35893158930062,58.91727494230138,12.552804551343806,207.52831146945948,314.3200480867598,331.248101667024,285.45568091341687,-201.50816063036254,294.4793442077692,-1.3214060771736067,-95.36027850565779,302.85159904270245,-196.71517154860373,78.82642452813224,237.62987346092146,-143.63248482629854
65,-22.141201299440162,-141.70725645306942,107.7034306801822,48.121356338071166,10.494134579271737,148.33661874357912,278.5548543837815,281.44914621314445,273.1360284604633,-198.62094004787485,282.6201986251524,184.74809767145223,-117.88899398190442,282.3372625863357,-168.40624003182094,72.36687367395754,194.62946930442058,-131.8285283338571
