,chatgpt-4o-latest / gpt-5,chatgpt-4o-latest / gpt-5.2-pro,chatgpt-4o-latest / gpt-5.1-chat-latest,chatgpt-4o-latest / gpt-5.2-chat-latest,chatgpt-4o-latest / gpt-5-mini,chatgpt-4o-latest / gpt-5-nano,gpt-5 / gpt-5.2-pro,gpt-5 / gpt-5.1-chat-latest,gpt-5 / gpt-5.2-chat-latest,gpt-5 / gpt-5-mini,gpt-5 / gpt-5-nano,gpt-5.2-pro / gpt-5.1-chat-latest,gpt-5.2-pro / gpt-5.2-chat-latest,gpt-5.2-pro / gpt-5-mini,gpt-5.2-pro / gpt-5-nano,gpt-5.1-chat-latest / gpt-5.2-chat-latest,gpt-5.1-chat-latest / gpt-5-mini,gpt-5.1-chat-latest / gpt-5-nano,gpt-5.2-chat-latest / gpt-5-mini,gpt-5.2-chat-latest / gpt-5-nano,gpt-5-mini / gpt-5-nano,min,max,1ÇÃå¬êî
1610,0.000384468,0.031141869,1,0.000384468,1.11E-16,1,0.034986544,1,0.000384468,0.000384468,1,1,0.034986544,0.031141869,1,1,1,1,0.000384468,1,1,1.11E-16,1,10
1611,0.980776624,0.99231065,0.961553249,0.807381776,0.980776624,0.803921569,0.615532488,1,0.942329873,0.038831219,0.803921569,0.996155325,0.784698193,0.807766244,0.923106498,0.807766244,1,0.807766244,0.980776624,0.031141869,0.807766244,0.031141869,1,2
1612,0.942329873,0.788542868,0.807381776,0.807766244,0.034986544,0.615532488,0.807381776,0.807766244,0.807766244,0.961553249,0.803921569,0.038831219,0.038831219,0.980776624,0.034986544,0.000384468,0.996155325,0.034986544,1,0.034986544,0.807766244,0.000384468,1,1
1613,0.031141869,0.031141869,0.031141869,0.034986544,0.031141869,0.999615532,0,0,0.000384468,0,0.996155325,0,0.000384468,0,0.996155325,0.000384468,0,0.996155325,0.000384468,0.996155325,0.996155325,0,0.999615532,0
1614,0.038831219,0.788542868,0.034986544,0.034986544,0.807381776,0.980776624,0.807381776,0.000384468,0.038831219,0.615532488,0.999615532,0.807766244,0.615532488,0.942329873,0.038446751,0.038831219,0.615532488,1,0.803921569,0.803921569,0.980776624,0.000384468,1,1
1615,0.61514802,0.61514802,0.031141869,0.61514802,0.923106498,0.784698193,0,0.784698193,0,0.784698193,0.031141869,0.784698193,0,0.784698193,0.031141869,0.784698193,0.784698193,0.923106498,0.784698193,0.031141869,0.61514802,0,0.923106498,0
1616,0.038446751,0,0,0,0,0.038446751,0.038446751,0.038446751,0.038446751,0.038446751,0,0,0,0,0.038446751,0,0,0.038446751,0,0.038446751,0.038446751,0,0.038446751,0
1618,0.996155325,0.999615532,0.999615532,0.999615532,0.976931949,0.034986544,0.996155325,0.034986544,0.034986544,0.807766244,0.961553249,0.999615532,0.999615532,0.980776624,0.996155325,0,0.942329873,0.996155325,0.942329873,0.996155325,0.807766244,0,0.999615532,0
1619,0.034986544,0.038831219,0.038831219,0.038831219,0.038831219,0.038831219,0.000384468,0.038831219,0.034986544,0.038831219,0.038831219,0.038446751,0.034986544,0.038831219,0.038831219,0.000384468,0.000384468,0.034986544,0.000384468,0.034986544,0.034986544,0.000384468,0.038831219,0
1620,0.803921569,0.803921569,0.000384468,0.942329873,0.000384468,0.961553249,0,0.784698193,0.031141869,0.784698193,0.034986544,0.784698193,0.031141869,0.784698193,0.034986544,0.923106498,0,0.942329873,0.923106498,0.000384468,0.942329873,0,0.961553249,0
1621,0.031141869,0.961553249,0,0.034986544,0.000384468,0.807381776,0.788542868,0.031141869,0.000384468,0.034986544,0.803921569,0.961553249,0.784698193,0.980776624,0.784698193,0.034986544,0.000384468,0.807381776,0.038831219,0.784698193,0.807766244,0,0.980776624,0
1622,0.000384468,0.000384468,0.000384468,0.000384468,0,0.615532488,0.000384468,0.000384468,0.000384468,0.000384468,0.61514802,0.000384468,1.11E-16,0.000384468,0.615532488,0.000384468,0.000384468,0.615532488,0.000384468,0.615532488,0.615532488,0,0.615532488,0
1623,0.961553249,0.942329873,0.942329873,0.000384468,0.961553249,1,0.000384468,0.000384468,0.942329873,0.000384468,0.980776624,0,0.923106498,0.000384468,1,0.923106498,0.000384468,1,0.942329873,1,1,0,1,4
1624,0.038831219,0.038831219,0.038831219,0.038831219,0.038831219,0.038831219,0.034986544,0,0.000384468,0.038831219,0.000384468,0.034986544,0.034986544,0.038831219,0.034986544,0.000384468,0.038831219,0.000384468,0.038831219,0.000384468,0.038446751,0,0.038831219,0
1625,0.980776624,0.996155325,0.980776624,1,0.942329873,0.980776624,0.807766244,0.038446751,1,0.034986544,0.038831219,0.807766244,0.807766244,0.807766244,0.807766244,1,0.038831219,0.034986544,1,1,0.038831219,0.034986544,1,5
1626,0.038446751,1,0.980776624,0.038831219,0.038831219,0.807766244,1,0.980776624,0.038831219,0.000384468,0.807766244,0.000384468,0.942329873,1,1,0.923106498,0.980776624,0.996155325,0.038831219,0.807766244,0.807766244,0.000384468,1,4
1627,0.034986544,0.031141869,0,0,0,0.976931949,0.000384468,0.034986544,0.034986544,0.034986544,0.923106498,0.031141869,0.031141869,0.031141869,0.942329873,0,0,0.976931949,0,0.976931949,0.976931949,0,0.976931949,0
1628,1.11E-16,0.031141869,0.615532488,0.031141869,0.61514802,0.034986544,0.031141869,0.615532488,0.031141869,0.61514802,0.034986544,0.788542868,1.11E-16,0.784698193,0.000384468,0.788542868,0.000384468,0.807766244,0.784698193,0.000384468,0.803921569,1.11E-16,0.807766244,0
1629,0.000384468,0.000384468,0.000384468,0.000384468,0.000384468,0.038831219,0.000384468,0.000384468,0,0.000384468,0.038831219,0.000384468,0.000384468,0.000384468,0.038831219,0.000384468,0.000384468,0.038831219,0.000384468,0.038831219,0.038831219,0,0.038831219,0
1630,0,0.615532488,0.000384468,0.615532488,0.61514802,1,0.615532488,0.000384468,0.615532488,0.61514802,1,0.615532488,0.000384468,0.000384468,1,0.615532488,0.615532488,0.980776624,0.000384468,1,1,0,1,4
1631,0.034986544,0.034986544,0.034986544,0.000384468,0.034986544,0.034986544,0,0,0.031141869,0,0,0,0.031141869,0,0,0.031141869,0,0,0.031141869,0.031141869,0,0,0.034986544,0
1632,0.788542868,0.961553249,0.996155325,0.996155325,0.996155325,0.996155325,0.615532488,0.942329873,0.942329873,0.942329873,0.942329873,0.803921569,0.803921569,0.803921569,0.803921569,0,0,0,0,0,0,0,0.996155325,0
1633,0.615532488,0.788542868,0.807766244,0.788542868,0.615532488,0.807766244,0.031141869,0.038446751,0.031141869,0,0.038831219,0.034986544,0,0.031141869,0.038831219,0.034986544,0.038446751,0.038831219,0.031141869,0.038831219,0.038831219,0,0.807766244,0
1634,0.999615532,0.038831219,0.996155325,1,0.961553249,0.996155325,0.996155325,0.031141869,0.803921569,0.788542868,0.784698193,0.999615532,0.807381776,0.980776624,0.980776624,0.807381776,0.615532488,0.923106498,0.961553249,0.976931949,0.803921569,0.031141869,1,1
1635,0.961553249,0.038831219,0.031141869,0.038831219,0.038446751,0.038831219,0.942329873,0.788542868,0.942329873,0.961553249,0.980776624,0.038831219,1.11E-16,0.034986544,0.034986544,0.038831219,0.034986544,0.038831219,0.034986544,0.034986544,0.000384468,1.11E-16,0.980776624,0
1636,0.034986544,0.000384468,0.038831219,0.000384468,0.784698193,0.000384468,0.031141869,0.000384468,0.031141869,0.807381776,0.031141869,0.034986544,0,0.803921569,0,0.034986544,0.807766244,0.034986544,0.803921569,0,0.803921569,0,0.807766244,0
1637,0.000384468,0.000384468,0.000384468,0.61514802,0,0.615532488,0,0,0.615532488,0.000384468,0.61514802,0,0.615532488,0.000384468,0.61514802,0.615532488,0.000384468,0.61514802,0.61514802,0.000384468,0.615532488,0,0.615532488,0
1638,0.923106498,0.99231065,0.923106498,0.784698193,1.11E-16,0.923106498,0.803921569,0,0.031141869,0.923106498,0,0.803921569,0.807381776,0.99231065,0.803921569,0.031141869,0.923106498,0,0.784698193,0.031141869,0.923106498,0,0.99231065,0
1639,0.038831219,0.034986544,0.038446751,0.000384468,0.034986544,0.803921569,0.034986544,0.000384468,0.038446751,0.000384468,0.788542868,0.038831219,0.031141869,0.038446751,0.61514802,0.038831219,0.000384468,0.807766244,0.034986544,0.784698193,0.807381776,0.000384468,0.807766244,0
1640,1.11E-16,0.000384468,0.000384468,1.11E-16,0.000384468,0.807766244,0.000384468,0.000384468,1.11E-16,0.000384468,0.807766244,0.000384468,0.000384468,0.000384468,0.807766244,0.000384468,0.000384468,0.807381776,0.000384468,0.807766244,0.807766244,1.11E-16,0.807766244,0
1641,0.000384468,0.807766244,0.034986544,0.034986544,0.038831219,0.807766244,0.807766244,0.034986544,0.034986544,0.038831219,0.807766244,0.807766244,0.803921569,0.615532488,0.961553249,0.038446751,0.034986544,0.615532488,0.038831219,0.807766244,0.788542868,0.000384468,0.961553249,0
1642,0.000384468,0.038831219,0.000384468,0.000384468,0.031141869,0.034986544,0.034986544,0.000384468,0.000384468,0.034986544,0.038831219,0.038831219,0.038831219,0.038831219,0.038446751,0,0.034986544,0.038831219,0.034986544,0.038831219,0.000384468,0,0.038831219,0
1643,0.038831219,0.807766244,0.034986544,0.034986544,0.615532488,0.980776624,0.61514802,0.034986544,0.034986544,0.807381776,0.961553249,0.803921569,0.803921569,0.961168781,0.976931949,0,0.784698193,0.788542868,0.784698193,0.788542868,0.976931949,0,0.980776624,0
1644,0.038831219,0.034986544,0.788542868,0.615532488,0.034986544,0.807766244,0.000384468,0.976931949,0.807381776,0.034986544,0.996155325,0.961553249,0.788542868,0.038446751,0.980776624,0.031141869,0.923106498,0.000384468,0.784698193,0.034986544,0.942329873,0.000384468,0.996155325,0
1646,0.980776624,0.996155325,0.980776624,0.996155325,0.923106498,0.980776624,0.807766244,0,0.784698193,0.038831219,0.038446751,0.807766244,0.961553249,0.807766244,0.807766244,0.784698193,0.038831219,0.038446751,0.807766244,0.788542868,0.038831219,0,0.996155325,0
1647,0,0,0,0,0,0.807766244,0,0,0,0,0.807766244,0,0,0,0.807766244,0,0,0.807766244,0,0.807766244,0.807766244,0,0.807766244,0
1648,0.038831219,1,1,1,1,1,0.999615532,0.980776624,1,0.980776624,1,0.923106498,0.034986544,0.942329873,0.034986544,0.976931949,0.000384468,0.976931949,0.996155325,0.038446751,0.996155325,0.000384468,1,7
1649,0.000384468,0.034986544,0.000384468,0.000384468,0.034986544,0.807381776,0.034986544,0.000384468,0.000384468,0.034986544,0.807766244,0.031141869,0.031141869,1.11E-16,0.615532488,1.11E-16,0.031141869,0.788542868,0.031141869,0.788542868,0.615532488,1.11E-16,0.807766244,0
1650,0,0.61514802,0.61514802,0.000384468,0.61514802,0.615532488,0.61514802,0.61514802,0.000384468,0.61514802,0.615532488,1.11E-16,0.615532488,1.11E-16,0.000384468,0.615532488,1.11E-16,0.000384468,0.615532488,0.61514802,0.000384468,0,0.615532488,0
1651,0.615532488,0.615532488,0.615532488,0.788542868,0.615532488,0.038831219,0.000384468,0.000384468,0.034986544,0.000384468,0.807766244,0.000384468,0.031141869,0,0.807766244,0.034986544,0.000384468,0.807381776,0.031141869,0.980776624,0.807766244,0,0.980776624,0
1652,0.961553249,0.961553249,0.038831219,1,0.961553249,1,1.11E-16,0.807766244,0.038831219,1.11E-16,1,0.807766244,0.038831219,1.11E-16,1,0.803921569,0.807766244,0.996155325,0.038831219,0.961553249,1,1.11E-16,1,4
1653,0.807766244,0.807381776,0.788542868,0.803921569,0.803921569,0.961168781,0.034986544,0.000384468,0.038446751,0.038446751,0.807766244,0.038831219,0.031141869,0.031141869,0.807381776,0.038831219,0.038831219,0.807766244,1.11E-16,0.803921569,0.803921569,1.11E-16,0.961168781,0
1654,0.031141869,1.11E-16,0.034986544,1.11E-16,1.11E-16,0.038831219,0.031141869,0.038446751,0.031141869,0.031141869,0.038831219,0.034986544,1.11E-16,1.11E-16,0.038831219,0.034986544,0.034986544,0.038831219,1.11E-16,0.038831219,0.038831219,1.11E-16,0.038831219,0
1655,0,0.038831219,0.000384468,0.038831219,0.038446751,0.807766244,0.038831219,0.000384468,0.038831219,0.038446751,0.807766244,0.038446751,0.031141869,0.034986544,0.788542868,0.034986544,0.034986544,0.788542868,0.000384468,0.615532488,0.615532488,0,0.807766244,0
1656,0.031141869,0.031141869,0.031141869,0.031141869,0.031141869,0.784698193,1.11E-16,1.11E-16,1.11E-16,1.11E-16,0.923106498,1.11E-16,1.11E-16,1.11E-16,0.923106498,1.11E-16,1.11E-16,0.923106498,1.11E-16,0.923106498,0.923106498,1.11E-16,0.923106498,0
1657,0.807381776,0.031141869,0.000384468,1.11E-16,0.034986544,0.034986544,0.976931949,0.803921569,0.807381776,0.99231065,0.99231065,0.034986544,0.031141869,0.000384468,0.000384468,0.000384468,0.038446751,0.038446751,0.034986544,0.034986544,0,1.11E-16,0.99231065,0
1658,0.000384468,0.000384468,0,0.000384468,0.000384468,0.000384468,0.000384468,0.000384468,0.000384468,0.000384468,0.000384468,0.000384468,0,0,0.000384468,0.000384468,0.000384468,0.000384468,0,0.000384468,0.000384468,0,0.000384468,0
1659,0.961168781,0.807766244,0.803921569,0.807381776,0,0.996155325,0.038831219,0.803921569,0.038446751,0.961168781,0.034986544,1,0.000384468,0.807766244,0.038831219,0.996155325,0.803921569,0.961553249,0.807381776,0.034986544,0.996155325,0,1,1
1661,1,0.961553249,0.807766244,1,1,0.980776624,0.980776624,0.038446751,0.980776624,0.807766244,0.807766244,0.980776624,0.807381776,0.976931949,0.996155325,0.980776624,0.807766244,0.803921569,0.031141869,0.996155325,0.961553249,0.031141869,1,3
1662,0.807381776,0,0.803921569,0,0.034986544,1,0.807381776,0.031141869,0.807381776,0.980776624,1,0.803921569,0,0.034986544,1,0.803921569,0.980776624,1,0.034986544,1,0.807766244,0,1,5
1663,0.788542868,0.031141869,0.000384468,0.788542868,0.788542868,0.807381776,0.615532488,0.807766244,0.000384468,0.000384468,0.976931949,0.034986544,0.615532488,0.615532488,0.976931949,0.807766244,0.807766244,0.807766244,0.000384468,0.980776624,0.980776624,0.000384468,0.980776624,0
1664,0.031141869,0.031141869,0.031141869,0.031141869,0,0.034986544,0,0,0,0.031141869,0.000384468,0,0,0.031141869,0.000384468,0,0.031141869,0.000384468,0.031141869,0.000384468,0.034986544,0,0.034986544,0
1665,0.038446751,0.000384468,1.11E-16,1.11E-16,0.000384468,0.788542868,0.038831219,0.038446751,0.038446751,0.038831219,0.784698193,0.000384468,0.000384468,0.000384468,0.807766244,1.11E-16,0.000384468,0.788542868,0.000384468,0.788542868,0.807766244,1.11E-16,0.807766244,0
1666,0.61514802,0,0.61514802,0.807381776,0,0.807381776,0.61514802,0,0.038446751,0.61514802,0.038446751,0.61514802,0.807381776,0,0.807381776,0.038446751,0.61514802,0.038446751,0.807381776,0.038446751,0.807381776,0,0.807381776,0
1667,0.000384468,0.000384468,0,0.000384468,0.000384468,0.038831219,1.11E-16,0.000384468,1.11E-16,1.11E-16,0.038831219,0.000384468,1.11E-16,1.11E-16,0.038831219,0.000384468,0.000384468,0.038831219,1.11E-16,0.038831219,0.038831219,0,0.038831219,0
1668,0.000384468,0.000384468,0.000384468,0.000384468,0.034986544,0.807766244,0.000384468,0.000384468,0,0.034986544,0.807766244,1.11E-16,0.000384468,0.034986544,0.807381776,0.000384468,0.034986544,0.807381776,0.034986544,0.807766244,0.942329873,0,0.807766244,0
1669,0.034986544,1,0.038831219,1,1,1,0.807766244,0.000384468,0.807766244,0.807766244,0.807766244,0.803921569,0.038446751,0.000384468,0.034986544,0.807766244,0.803921569,0.807381776,0.034986544,0.000384468,0.031141869,0.000384468,1,4
1670,1.11E-16,0.031141869,1.11E-16,0.61514802,0.031141869,0.788542868,0.031141869,1.11E-16,0.61514802,0.031141869,0.788542868,0.031141869,0.784698193,1.11E-16,0.961553249,0.61514802,0.031141869,0.788542868,0.784698193,0.034986544,0.961553249,1.11E-16,0.961553249,0
1671,0.923106498,0.976931949,0.807381776,0.942329873,0.803921569,0.807766244,0.034986544,0.788542868,0.000384468,0.615532488,0.807766244,0.923106498,0.034986544,0.784698193,0.976931949,0.788542868,0.031141869,0.034986544,0.615532488,0.807766244,0.038446751,0.000384468,0.976931949,0
1672,0,0.61514802,0,0,0,0.61514802,0.61514802,0,0,0,0.61514802,0.61514802,0.61514802,0.61514802,1.11E-16,0,0,0.61514802,0,0.61514802,0.61514802,0,0.61514802,0
1673,0.000384468,0.000384468,0.000384468,0.000384468,0,0.038831219,0,0,0,0.000384468,0.034986544,0,0,0.000384468,0.034986544,0,0.000384468,0.034986544,0.000384468,0.034986544,0.038831219,0,0.038831219,0
1674,0.038831219,0.038446751,0.038831219,0.038446751,0.038831219,1,0.038831219,1.11E-16,0.038831219,0.000384468,0.942329873,0.038831219,1.11E-16,0.034986544,1,0.038831219,0.000384468,0.942329873,0.034986544,1,0.961553249,1.11E-16,1,3
1676,0.034986544,0.038831219,0.034986544,0.038831219,0.000384468,0.034986544,0.000384468,1.11E-16,0.034986544,0.034986544,1.11E-16,0.000384468,0.031141869,0.038446751,0.000384468,0.034986544,0.034986544,1.11E-16,0.034986544,0.034986544,0.034986544,1.11E-16,0.038831219,0
1677,0.942329873,0.976931949,0.807381776,0.99231065,0.942329873,0.980776624,0.031141869,0.784698193,0.784698193,0,0.038446751,0.923106498,0.61514802,0.031141869,0.034986544,0.784698193,0.784698193,0.976931949,0.784698193,0.788542868,0.038446751,0,0.99231065,0
1678,0.803921569,0.996155325,0.615532488,0.942329873,0.803921569,0.807381776,0.038446751,0.923106498,0.031141869,0,0.788542868,0.961553249,0.034986544,0.038446751,0.788542868,0.784698193,0.923106498,0.034986544,0.031141869,0.615532488,0.788542868,0,0.996155325,0
1679,0.000384468,0.788542868,0.615532488,0.615532488,0.807766244,0.788542868,0.788542868,0.615532488,0.615532488,0.807766244,0.788542868,0.031141869,0.034986544,0.000384468,0.038446751,0.000384468,0.034986544,0.034986544,0.038831219,0.031141869,0.038831219,0.000384468,0.807766244,0
1680,0.031141869,0.784698193,0,0.784698193,0.784698193,0.803921569,0.61514802,0.031141869,0.61514802,0.61514802,0.942329873,0.784698193,0,0,0.788542868,0.784698193,0.784698193,0.803921569,0,0.788542868,0.788542868,0,0.942329873,0
1681,0.034986544,1,0.000384468,0.980776624,0.031141869,0.996155325,0.961553249,0.031141869,0.942329873,0.038446751,0.807381776,0.996155325,0.942329873,1,0.803921569,0.976931949,0.034986544,0.976931949,0.980776624,0.615532488,0.999615532,0.000384468,1,2
1682,0.803921569,0.942329873,0.980776624,0.996155325,1,0.996155325,0.61514802,0.807766244,0.961168781,0.996155325,0.980776624,0.038831219,0.807381776,0.996155325,0.996155325,0.788542868,0.980776624,0.942329873,0.034986544,0.038831219,0.038831219,0.034986544,1,1
1683,0.803921569,0.784698193,0.61514802,0.784698193,0,0.803921569,0.000384468,0.034986544,0.000384468,0.803921569,1.11E-16,0.031141869,1.11E-16,0.784698193,0.000384468,0.031141869,0.61514802,0.034986544,0.784698193,0.000384468,0.803921569,0,0.803921569,0
1686,0.615532488,0.000384468,0.000384468,0.615532488,0.788542868,0.961553249,0.61514802,0.61514802,0,0.031141869,0.807381776,1.11E-16,0.61514802,0.784698193,0.961168781,0.61514802,0.784698193,0.961168781,0.031141869,0.807381776,0.803921569,0,0.961553249,0
1687,0.000384468,0.000384468,0.615532488,0.000384468,0.000384468,0.807766244,1.11E-16,0.61514802,1.11E-16,0.000384468,0.803921569,0.61514802,1.11E-16,0.000384468,0.803921569,0.61514802,0.615532488,0.034986544,0.000384468,0.803921569,0.807766244,1.11E-16,0.807766244,0
1688,0.000384468,0.615532488,0.615532488,0.615532488,0.000384468,0.000384468,0.615532488,0.615532488,0.615532488,1.11E-16,1.11E-16,0.000384468,0,0.615532488,0.615532488,0.000384468,0.615532488,0.615532488,0.615532488,0.615532488,1.11E-16,0,0.615532488,0
1689,0.031141869,0.031141869,0.784698193,0.000384468,0.034986544,0.034986544,0,0.923106498,0.034986544,0.000384468,0.000384468,0.923106498,0.034986544,0.000384468,0.000384468,0.788542868,0.942329873,0.942329873,0.038831219,0.038831219,0,0,0.942329873,0
1690,0.034986544,0.807766244,0.038446751,0.038831219,0.807766244,0.807766244,0.615532488,0.038831219,0.034986544,0.615532488,0.615532488,0.807766244,0.788542868,0.000384468,0.000384468,0.000384468,0.807766244,0.807766244,0.788542868,0.788542868,0.000384468,0.000384468,0.807766244,0
1691,0.034986544,1,0.000384468,0.038446751,0.038446751,1,1,0.031141869,0.000384468,0.000384468,0.807766244,1,1,1,1,0.034986544,0.034986544,0.980776624,1.11E-16,0.807766244,0.807766244,1.11E-16,1,7
1692,0.000384468,0,0,0.61514802,0,0.807766244,0.000384468,0.000384468,0.615532488,0.000384468,0.807766244,0,0.61514802,0,0.807766244,0.61514802,0,0.807766244,0.61514802,0.038831219,0.807766244,0,0.807766244,0
1693,0.034986544,0.034986544,0.807381776,0.038446751,0.000384468,0.942329873,0,0.784698193,0.031141869,0.038446751,0.961553249,0.784698193,0.031141869,0.038446751,0.961553249,0.61514802,0.788542868,0.034986544,0.034986544,0.788542868,0.923106498,0,0.961553249,0
1694,0.000384468,0.807766244,0.807381776,0.807766244,0.615532488,1,0.803921569,0.803921569,0.803921569,0.615532488,0.999615532,0.000384468,0.000384468,0.038831219,0.996155325,0.000384468,0.038831219,0.996155325,0.038831219,0.996155325,1,0.000384468,1,1
1695,0.031141869,0.031141869,0.031141869,0.031141869,0.031141869,0.976931949,0,0,0,0,0.807381776,0,0,0,0.807381776,0,0,0.807381776,0,0.807381776,0.807381776,0,0.976931949,0
1696,0.034986544,0.038831219,0.038831219,0.000384468,0.034986544,0.038831219,0.000384468,0.034986544,0.034986544,0.038446751,0.038831219,0.031141869,0.038831219,0.034986544,0.034986544,0.038831219,0.000384468,0.000384468,0.034986544,0.038831219,0.000384468,0.000384468,0.038831219,0
1697,0.000384468,0.807766244,0.000384468,0.615532488,0.000384468,0.615532488,0.807766244,0.000384468,0.615532488,0,0.615532488,0.807381776,0.034986544,0.807766244,0.038831219,0.615532488,0.000384468,0.615532488,0.615532488,0.000384468,0.615532488,0,0.807766244,0
1698,0.034986544,1,0.034986544,0.980776624,0.000384468,0.807766244,0.807766244,1.11E-16,0.788542868,0.034986544,0.803921569,0.807766244,0.000384468,1,0.788542868,0.788542868,0.034986544,0.803921569,0.980776624,0.784698193,0.807766244,1.11E-16,1,2
1699,0.000384468,0.000384468,0.000384468,0.000384468,0.000384468,0.961553249,0.000384468,0,0.000384468,0.000384468,0.961553249,0.000384468,0.000384468,0,0.961168781,0.000384468,0.000384468,0.961553249,0.000384468,0.961553249,0.961168781,0,0.961553249,0
1700,0.996155325,0.923106498,0.980776624,0.999615532,0.961553249,0.615532488,0.807766244,0.807766244,0.034986544,0.615532488,1,0.038831219,0.980776624,0.038446751,0.803921569,0.980776624,0.038831219,0.999615532,0.788542868,1,0.996155325,0.034986544,1,2
1701,0.034986544,0.615532488,0.000384468,1.11E-16,0.000384468,0.038446751,0.807381776,0.038831219,0.034986544,0.038831219,0.031141869,0.615532488,0.615532488,0.615532488,0.803921569,0.000384468,0,0.038831219,0.000384468,0.038446751,0.038831219,0,0.807381776,0
1702,0.031141869,0.803921569,0.000384468,0.961553249,0.034986544,0.942329873,0.807381776,0.034986544,0.996155325,0.038446751,0.976931949,0.784698193,0.034986544,0.61514802,0.031141869,0.942329873,0.031141869,0.923106498,0.803921569,0.000384468,0.784698193,0.000384468,0.996155325,0
1703,0.996155325,0.000384468,0.942329873,0.000384468,0.034986544,0.807381776,0.996155325,0.034986544,0.996155325,0.999615532,0.942329873,0.942329873,0,0.034986544,0.807766244,0.942329873,0.976931949,0.807766244,0.034986544,0.807766244,0.980776624,0,0.999615532,0
1704,0.038831219,0.000384468,0.034986544,0.034986544,0.038831219,0.038831219,0.034986544,0.000384468,0.000384468,0,0.031141869,0.031141869,0.031141869,0.034986544,0.038446751,0,0.000384468,0.034986544,0.000384468,0.034986544,0.031141869,0,0.038831219,0
1705,0,0,0,0,0.031141869,0.000384468,0,0,0,0.031141869,0.000384468,0,0,0.031141869,0.000384468,0,0.031141869,0.000384468,0.031141869,0.000384468,0.034986544,0,0.031141869,0
1706,0.784698193,0.980776624,0.980776624,0.000384468,1,1,0.996155325,0.038831219,0.803921569,1,1,0.807766244,0.980776624,0.996155325,0.807766244,0.999615532,1,1,1,1,0.976931949,0.000384468,1,8
1707,0.000384468,0.807766244,0.000384468,0.807766244,0.807766244,1,0.803921569,0,0.807381776,0.803921569,1,0.803921569,0.034986544,0.000384468,1,0.807381776,0.803921569,1,0.031141869,0.996155325,0.999615532,0,1,4
1708,0,0,0,0,0,0.034986544,0,0,0,0,0.034986544,0,0,0,0.034986544,0,0,0.034986544,0,0.034986544,0.034986544,0,0.034986544,0
1709,1,0.038831219,1,0.038831219,0.038831219,0.980776624,0.999615532,1.11E-16,0.999615532,1,0.942329873,0.999615532,1.11E-16,0.000384468,0.961553249,0.999615532,1,0.942329873,0.000384468,0.961553249,0.980776624,1.11E-16,1,4
1710,1.11E-16,0.784698193,1.11E-16,0.942329873,0.784698193,0.942329873,0.784698193,1.11E-16,0.942329873,0.784698193,0.942329873,0.784698193,0.615532488,0,0.615532488,0.942329873,0.784698193,0.942329873,0.615532488,0.000384468,0.615532488,0,0.942329873,0
1711,0,0,0,0,0,0.807766244,0,0,0,0,0.807766244,0,0,0,0.807766244,0,0,0.807766244,0,0.807766244,0.807766244,0,0.807766244,0
1712,0,0.034986544,0.000384468,0.000384468,0.000384468,0.034986544,0.034986544,0.000384468,0.000384468,0.000384468,0.034986544,0.034986544,0.031141869,0.034986544,0.034986544,0.000384468,0.000384468,0.038831219,0.000384468,0.038446751,0.038831219,0,0.038831219,0
1713,0.038446751,0.034986544,0.038446751,0.788542868,0.788542868,0.788542868,0.031141869,0,0.784698193,0.788542868,0.788542868,0.031141869,0.61514802,0.615532488,0.615532488,0.784698193,0.788542868,0.788542868,0.000384468,0.000384468,0.000384468,0,0.788542868,0
1714,0.034986544,0.000384468,0.000384468,0.000384468,0.000384468,0.000384468,0.031141869,0.031141869,0.031141869,0.034986544,0.031141869,1.11E-16,1.11E-16,0.000384468,1.11E-16,1.11E-16,0.000384468,1.11E-16,0.000384468,1.11E-16,0.000384468,1.11E-16,0.034986544,0
1715,0.000384468,0.803921569,0.615532488,0.942329873,0.942329873,0.961553249,0.784698193,0.61514802,0.923106498,0.923106498,0.942329873,0.923106498,0.031141869,0.031141869,0.034986544,0.784698193,0.784698193,0.788542868,0,0.000384468,0.000384468,0,0.961553249,0
1716,1.11E-16,0.034986544,0.031141869,0.034986544,0.031141869,0.038831219,0.034986544,0.031141869,0.034986544,0.031141869,0.038831219,0.000384468,1.11E-16,0.000384468,0.034986544,0.000384468,1.11E-16,0.038831219,0.000384468,0.034986544,0.038831219,1.11E-16,0.038831219,0
1717,0.615532488,0.61514802,0.784698193,0.784698193,0.788542868,0.803921569,0.000384468,0.034986544,0.034986544,0.034986544,0.038831219,0.031141869,0.031141869,0.034986544,0.034986544,0,0.038446751,0.000384468,0.038446751,0.000384468,0.038831219,0,0.803921569,0
1718,0.615532488,0.615532488,0.784698193,0.615532488,0.803921569,0.807766244,0.000384468,0.034986544,0,0.038831219,0.034986544,0.034986544,0.000384468,0.038831219,0.038446751,0.034986544,0.000384468,0.038831219,0.038831219,0.034986544,0.038831219,0,0.807766244,0
1719,0.000384468,0.000384468,0.000384468,0.000384468,0.038831219,0.807766244,0.000384468,0,0.000384468,0.034986544,0.788542868,0.000384468,0,0.038831219,0.807766244,0.000384468,0.034986544,0.788542868,0.038831219,0.807766244,0.615532488,0,0.807766244,0
